Country,Code_FdGp,Crop,Tagname,Desc,Units,Values
Canada,2570000,Cooking Oil,RIBF,RIBOFLAVIN (B3),mg/kg,0
Canada,2570000,Cooking Oil,NIA,NIACIN (B3),mg/kg,0
Canada,2570000,Cooking Oil,VITD,VIT. D,IU/kg,0
Cape Verde,2511,Wheat,FE,IRON,mg/kg,45
Cape Verde,2511,Wheat,FOL,FOLIC ACID,mg/kg,1.8
Cape Verde,2511,Wheat,ZN,ZINC,mg/kg,0
Cape Verde,2511,Wheat,VITB12,B12,mg/kg,0
Cape Verde,2511,Wheat,VITA_RAE,VIT. A,_g RAE/kg,0
Cape Verde,2511,Wheat,THIA,THIAMIN (B1),mg/kg,5.4
Cape Verde,2511,Wheat,RIBF,RIBOFLAVIN (B3),mg/kg,0
Cape Verde,2511,Wheat,NIA,NIACIN (B3),mg/kg,45
Cape Verde,2511,Wheat,VITD,VIT. D,IU/kg,0
Cape Verde,2514,Maize,FE,IRON,mg/kg,0
Cape Verde,2514,Maize,FOL,FOLIC ACID,mg/kg,0
Cape Verde,2514,Maize,ZN,ZINC,mg/kg,0
Cape Verde,2514,Maize,VITB12,B12,mg/kg,0
Cape Verde,2514,Maize,VITA_RAE,VIT. A,_g RAE/kg,0
Cape Verde,2514,Maize,THIA,THIAMIN (B1),mg/kg,0
Cape Verde,2514,Maize,RIBF,RIBOFLAVIN (B3),mg/kg,0
Cape Verde,2514,Maize,NIA,NIACIN (B3),mg/kg,0
Cape Verde,2514,Maize,VITD,VIT. D,IU/kg,0
Cape Verde,2805,Rice,FE,IRON,mg/kg,0
Cape Verde,2805,Rice,FOL,FOLIC ACID,mg/kg,0
Cape Verde,2805,Rice,ZN,ZINC,mg/kg,0
Cape Verde,2805,Rice,VITB12,B12,mg/kg,0
Cape Verde,2805,Rice,VITA_RAE,VIT. A,_g RAE/kg,0
Cape Verde,2805,Rice,THIA,THIAMIN (B1),mg/kg,0
Cape Verde,2805,Rice,RIBF,RIBOFLAVIN (B3),mg/kg,0
Cape Verde,2805,Rice,NIA,NIACIN (B3),mg/kg,0
Cape Verde,2805,Rice,VITD,VIT. D,IU/kg,0
Cape Verde,2848,Milk,FE,IRON,mg/kg,0
Cape Verde,2848,Milk,FOL,FOLIC ACID,mg/kg,0
Cape Verde,2848,Milk,ZN,ZINC,mg/kg,0
Cape Verde,2848,Milk,VITB12,B12,mg/kg,0
Cape Verde,2848,Milk,VITA_RAE,VIT. A,IU/kg,0
Cape Verde,2848,Milk,THIA,THIAMIN (B1),mg/kg,0
Cape Verde,2848,Milk,RIBF,RIBOFLAVIN (B3),mg/kg,0
Cape Verde,2848,Milk,NIA,NIACIN (B3),mg/kg,0
Cape Verde,2848,Milk,VITD,VIT. D,IU/kg,0
Cape Verde,2542,Sugar,FE,IRON,mg/kg,0
Cape Verde,2542,Sugar,FOL,FOLIC ACID,mg/kg,0
Cape Verde,2542,Sugar,ZN,ZINC,mg/kg,0
Cape Verde,2542,Sugar,VITB12,B12,mg/kg,0
Cape Verde,2542,Sugar,VITA_RAE,VIT. A,IU/kg,0
Cape Verde,2542,Sugar,THIA,THIAMIN (B1),mg/kg,0
Cape Verde,2542,Sugar,RIBF,RIBOFLAVIN (B3),mg/kg,0
Cape Verde,2542,Sugar,NIA,NIACIN (B3),mg/kg,0
Cape Verde,2542,Sugar,VITD,VIT. D,IU/kg,0
Cape Verde,2586,Margarine,FE,IRON,mg/kg,0
Cape Verde,2586,Margarine,FOL,FOLIC ACID,mg/kg,0
Cape Verde,2586,Margarine,ZN,ZINC,mg/kg,0
Cape Verde,2586,Margarine,VITB12,B12,mg/kg,0
Cape Verde,2586,Margarine,VITA_RAE,VIT. A,IU/kg,0
Cape Verde,2586,Margarine,THIA,THIAMIN (B1),mg/kg,0
Cape Verde,2586,Margarine,RIBF,RIBOFLAVIN (B3),mg/kg,0
Cape Verde,2586,Margarine,NIA,NIACIN (B3),mg/kg,0
Cape Verde,2586,Margarine,VITD,VIT. D,IU/kg,0
Cape Verde,2570000,Cooking Oil,FE,IRON,mg/kg,0
Cape Verde,2570000,Cooking Oil,FOL,FOLIC ACID,mg/kg,0
Cape Verde,2570000,Cooking Oil,ZN,ZINC,mg/kg,0
Cape Verde,2570000,Cooking Oil,VITB12,B12,mg/kg,0
Cape Verde,2570000,Cooking Oil,VITA_RAE,VIT. A,IU/kg,0
Cape Verde,2570000,Cooking Oil,THIA,THIAMIN (B1),mg/kg,0
Cape Verde,2570000,Cooking Oil,RIBF,RIBOFLAVIN (B3),mg/kg,0
Cape Verde,2570000,Cooking Oil,NIA,NIACIN (B3),mg/kg,0
Cape Verde,2570000,Cooking Oil,VITD,VIT. D,IU/kg,0
Central African Republic,2511,Wheat,FE,IRON,mg/kg,0
Central African Republic,2511,Wheat,FOL,FOLIC ACID,mg/kg,0
Central African Republic,2511,Wheat,ZN,ZINC,mg/kg,0
Central African Republic,2511,Wheat,VITB12,B12,mg/kg,0
Central African Republic,2511,Wheat,VITA_RAE,VIT. A,_g RAE/kg,0
Central African Republic,2511,Wheat,THIA,THIAMIN (B1),mg/kg,0
Central African Republic,2511,Wheat,RIBF,RIBOFLAVIN (B3),mg/kg,0
Central African Republic,2511,Wheat,NIA,NIACIN (B3),mg/kg,0
Central African Republic,2511,Wheat,VITD,VIT. D,IU/kg,0
Central African Republic,2514,Maize,FE,IRON,mg/kg,0
Central African Republic,2514,Maize,FOL,FOLIC ACID,mg/kg,0
Central African Republic,2514,Maize,ZN,ZINC,mg/kg,0
Central African Republic,2514,Maize,VITB12,B12,mg/kg,0
Central African Republic,2514,Maize,VITA_RAE,VIT. A,_g RAE/kg,0
Central African Republic,2514,Maize,THIA,THIAMIN (B1),mg/kg,0
Central African Republic,2514,Maize,RIBF,RIBOFLAVIN (B3),mg/kg,0
Central African Republic,2514,Maize,NIA,NIACIN (B3),mg/kg,0
Central African Republic,2514,Maize,VITD,VIT. D,IU/kg,0
Central African Republic,2805,Rice,FE,IRON,mg/kg,0
Central African Republic,2805,Rice,FOL,FOLIC ACID,mg/kg,0
Central African Republic,2805,Rice,ZN,ZINC,mg/kg,0
Central African Republic,2805,Rice,VITB12,B12,mg/kg,0
Central African Republic,2805,Rice,VITA_RAE,VIT. A,_g RAE/kg,0
Central African Republic,2805,Rice,THIA,THIAMIN (B1),mg/kg,0
Central African Republic,2805,Rice,RIBF,RIBOFLAVIN (B3),mg/kg,0
Central African Republic,2805,Rice,NIA,NIACIN (B3),mg/kg,0
Central African Republic,2805,Rice,VITD,VIT. D,IU/kg,0
Central African Republic,2848,Milk,FE,IRON,mg/kg,0
Central African Republic,2848,Milk,FOL,FOLIC ACID,mg/kg,0
Central African Republic,2848,Milk,ZN,ZINC,mg/kg,0
Central African Republic,2848,Milk,VITB12,B12,mg/kg,0
Central African Republic,2848,Milk,VITA_RAE,VIT. A,IU/kg,0
Central African Republic,2848,Milk,THIA,THIAMIN (B1),mg/kg,0
Central African Republic,2848,Milk,RIBF,RIBOFLAVIN (B3),mg/kg,0
Central African Republic,2848,Milk,NIA,NIACIN (B3),mg/kg,0
Central African Republic,2848,Milk,VITD,VIT. D,IU/kg,0
Central African Republic,2542,Sugar,FE,IRON,mg/kg,0
Central African Republic,2542,Sugar,FOL,FOLIC ACID,mg/kg,0
Central African Republic,2542,Sugar,ZN,ZINC,mg/kg,0
Central African Republic,2542,Sugar,VITB12,B12,mg/kg,0
Central African Republic,2542,Sugar,VITA_RAE,VIT. A,IU/kg,0
Central African Republic,2542,Sugar,THIA,THIAMIN (B1),mg/kg,0
Central African Republic,2542,Sugar,RIBF,RIBOFLAVIN (B3),mg/kg,0
Central African Republic,2542,Sugar,NIA,NIACIN (B3),mg/kg,0
Central African Republic,2542,Sugar,VITD,VIT. D,IU/kg,0
Central African Republic,2586,Margarine,FE,IRON,mg/kg,0
Central African Republic,2586,Margarine,FOL,FOLIC ACID,mg/kg,0
Central African Republic,2586,Margarine,ZN,ZINC,mg/kg,0
Central African Republic,2586,Margarine,VITB12,B12,mg/kg,0
Central African Republic,2586,Margarine,VITA_RAE,VIT. A,IU/kg,0
Central African Republic,2586,Margarine,THIA,THIAMIN (B1),mg/kg,0
Central African Republic,2586,Margarine,RIBF,RIBOFLAVIN (B3),mg/kg,0
Central African Republic,2586,Margarine,NIA,NIACIN (B3),mg/kg,0
Central African Republic,2586,Margarine,VITD,VIT. D,IU/kg,0
Central African Republic,2570000,Cooking Oil,FE,IRON,mg/kg,0
Central African Republic,2570000,Cooking Oil,FOL,FOLIC ACID,mg/kg,0
Central African Republic,2570000,Cooking Oil,ZN,ZINC,mg/kg,0
Central African Republic,2570000,Cooking Oil,VITB12,B12,mg/kg,0
Central African Republic,2570000,Cooking Oil,VITA_RAE,VIT. A,IU/kg,0
Central African Republic,2570000,Cooking Oil,THIA,THIAMIN (B1),mg/kg,0
Central African Republic,2570000,Cooking Oil,RIBF,RIBOFLAVIN (B3),mg/kg,0
Central African Republic,2570000,Cooking Oil,NIA,NIACIN (B3),mg/kg,0
Central African Republic,2570000,Cooking Oil,VITD,VIT. D,IU/kg,0
Chad,2511,Wheat,FE,IRON,mg/kg,0
Chad,2511,Wheat,FOL,FOLIC ACID,mg/kg,0
Chad,2511,Wheat,ZN,ZINC,mg/kg,0
Chad,2511,Wheat,VITB12,B12,mg/kg,0
Chad,2511,Wheat,VITA_RAE,VIT. A,_g RAE/kg,0
Chad,2511,Wheat,THIA,THIAMIN (B1),mg/kg,0
Chad,2511,Wheat,RIBF,RIBOFLAVIN (B3),mg/kg,0
Chad,2511,Wheat,NIA,NIACIN (B3),mg/kg,0
Chad,2511,Wheat,VITD,VIT. D,IU/kg,0
Chad,2514,Maize,FE,IRON,mg/kg,0
Chad,2514,Maize,FOL,FOLIC ACID,mg/kg,0
Chad,2514,Maize,ZN,ZINC,mg/kg,0
Chad,2514,Maize,VITB12,B12,mg/kg,0
Chad,2514,Maize,VITA_RAE,VIT. A,_g RAE/kg,0
Chad,2514,Maize,THIA,THIAMIN (B1),mg/kg,0
Chad,2514,Maize,RIBF,RIBOFLAVIN (B3),mg/kg,0
Chad,2514,Maize,NIA,NIACIN (B3),mg/kg,0
Chad,2514,Maize,VITD,VIT. D,IU/kg,0
Chad,2805,Rice,FE,IRON,mg/kg,0
Chad,2805,Rice,FOL,FOLIC ACID,mg/kg,0
Chad,2805,Rice,ZN,ZINC,mg/kg,0
Chad,2805,Rice,VITB12,B12,mg/kg,0
Chad,2805,Rice,VITA_RAE,VIT. A,_g RAE/kg,0
Chad,2805,Rice,THIA,THIAMIN (B1),mg/kg,0
Chad,2805,Rice,RIBF,RIBOFLAVIN (B3),mg/kg,0
Chad,2805,Rice,NIA,NIACIN (B3),mg/kg,0
Chad,2805,Rice,VITD,VIT. D,IU/kg,0
Chad,2848,Milk,FE,IRON,mg/kg,0
Chad,2848,Milk,FOL,FOLIC ACID,mg/kg,0
Chad,2848,Milk,ZN,ZINC,mg/kg,0
Chad,2848,Milk,VITB12,B12,mg/kg,0
Chad,2848,Milk,VITA_RAE,VIT. A,IU/kg,0
Chad,2848,Milk,THIA,THIAMIN (B1),mg/kg,0
Chad,2848,Milk,RIBF,RIBOFLAVIN (B3),mg/kg,0
Chad,2848,Milk,NIA,NIACIN (B3),mg/kg,0
Chad,2848,Milk,VITD,VIT. D,IU/kg,0
Chad,2542,Sugar,FE,IRON,mg/kg,0
Chad,2542,Sugar,FOL,FOLIC ACID,mg/kg,0
Chad,2542,Sugar,ZN,ZINC,mg/kg,0
Chad,2542,Sugar,VITB12,B12,mg/kg,0
Chad,2542,Sugar,VITA_RAE,VIT. A,IU/kg,0
Chad,2542,Sugar,THIA,THIAMIN (B1),mg/kg,0
Chad,2542,Sugar,RIBF,RIBOFLAVIN (B3),mg/kg,0
Chad,2542,Sugar,NIA,NIACIN (B3),mg/kg,0
Chad,2542,Sugar,VITD,VIT. D,IU/kg,0
Chad,2586,Margarine,FE,IRON,mg/kg,0
Chad,2586,Margarine,FOL,FOLIC ACID,mg/kg,0
Chad,2586,Margarine,ZN,ZINC,mg/kg,0
Chad,2586,Margarine,VITB12,B12,mg/kg,0
Chad,2586,Margarine,VITA_RAE,VIT. A,IU/kg,0
Chad,2586,Margarine,THIA,THIAMIN (B1),mg/kg,0
Chad,2586,Margarine,RIBF,RIBOFLAVIN (B3),mg/kg,0
Chad,2586,Margarine,NIA,NIACIN (B3),mg/kg,0
Chad,2586,Margarine,VITD,VIT. D,IU/kg,0
Chad,2570000,Cooking Oil,FE,IRON,mg/kg,0
Chad,2570000,Cooking Oil,FOL,FOLIC ACID,mg/kg,0
Chad,2570000,Cooking Oil,ZN,ZINC,mg/kg,0
Chad,2570000,Cooking Oil,VITB12,B12,mg/kg,0
Chad,2570000,Cooking Oil,VITA_RAE,VIT. A,IU/kg,0
Chad,2570000,Cooking Oil,THIA,THIAMIN (B1),mg/kg,0
Chad,2570000,Cooking Oil,RIBF,RIBOFLAVIN (B3),mg/kg,0
Chad,2570000,Cooking Oil,NIA,NIACIN (B3),mg/kg,0
Chad,2570000,Cooking Oil,VITD,VIT. D,IU/kg,0
Chile,2511,Wheat,FE,IRON,mg/kg,30
Chile,2511,Wheat,FOL,FOLIC ACID,mg/kg,1.8
Chile,2511,Wheat,ZN,ZINC,mg/kg,0
Chile,2511,Wheat,VITB12,B12,mg/kg,0
Chile,2511,Wheat,VITA_RAE,VIT. A,_g RAE/kg,0
Chile,2511,Wheat,THIA,THIAMIN (B1),mg/kg,6.3
Chile,2511,Wheat,RIBF,RIBOFLAVIN (B3),mg/kg,0
Chile,2511,Wheat,NIA,NIACIN (B3),mg/kg,13
Chile,2511,Wheat,VITD,VIT. D,IU/kg,0
Chile,2514,Maize,FE,IRON,mg/kg,0
Chile,2514,Maize,FOL,FOLIC ACID,mg/kg,0
Chile,2514,Maize,ZN,ZINC,mg/kg,0
Chile,2514,Maize,VITB12,B12,mg/kg,0
Chile,2514,Maize,VITA_RAE,VIT. A,_g RAE/kg,0
Chile,2514,Maize,THIA,THIAMIN (B1),mg/kg,0
Chile,2514,Maize,RIBF,RIBOFLAVIN (B3),mg/kg,0
Chile,2514,Maize,NIA,NIACIN (B3),mg/kg,0
Chile,2514,Maize,VITD,VIT. D,IU/kg,0
Chile,2805,Rice,FE,IRON,mg/kg,0
Chile,2805,Rice,FOL,FOLIC ACID,mg/kg,0
Chile,2805,Rice,ZN,ZINC,mg/kg,0
Chile,2805,Rice,VITB12,B12,mg/kg,0
Chile,2805,Rice,VITA_RAE,VIT. A,_g RAE/kg,0
Chile,2805,Rice,THIA,THIAMIN (B1),mg/kg,0
Chile,2805,Rice,RIBF,RIBOFLAVIN (B3),mg/kg,0
Chile,2805,Rice,NIA,NIACIN (B3),mg/kg,0
Chile,2805,Rice,VITD,VIT. D,IU/kg,0
Chile,2848,Milk,FE,IRON,mg/kg,0
Chile,2848,Milk,FOL,FOLIC ACID,mg/kg,0
Chile,2848,Milk,ZN,ZINC,mg/kg,0
Chile,2848,Milk,VITB12,B12,mg/kg,0
Chile,2848,Milk,VITA_RAE,VIT. A,IU/kg,0
Chile,2848,Milk,THIA,THIAMIN (B1),mg/kg,0
Chile,2848,Milk,RIBF,RIBOFLAVIN (B3),mg/kg,0
Chile,2848,Milk,NIA,NIACIN (B3),mg/kg,0
Chile,2848,Milk,VITD,VIT. D,IU/kg,0
Chile,2542,Sugar,FE,IRON,mg/kg,0
Chile,2542,Sugar,FOL,FOLIC ACID,mg/kg,0
Chile,2542,Sugar,ZN,ZINC,mg/kg,0
Chile,2542,Sugar,VITB12,B12,mg/kg,0
Chile,2542,Sugar,VITA_RAE,VIT. A,IU/kg,0
Chile,2542,Sugar,THIA,THIAMIN (B1),mg/kg,0
Chile,2542,Sugar,RIBF,RIBOFLAVIN (B3),mg/kg,0
Chile,2542,Sugar,NIA,NIACIN (B3),mg/kg,0
Chile,2542,Sugar,VITD,VIT. D,IU/kg,0
Chile,2586,Margarine,FE,IRON,mg/kg,0
Chile,2586,Margarine,FOL,FOLIC ACID,mg/kg,0
Chile,2586,Margarine,ZN,ZINC,mg/kg,0
Chile,2586,Margarine,VITB12,B12,mg/kg,0
Chile,2586,Margarine,VITA_RAE,VIT. A,IU/kg,30000
Chile,2586,Margarine,THIA,THIAMIN (B1),mg/kg,0
Chile,2586,Margarine,RIBF,RIBOFLAVIN (B3),mg/kg,0
Chile,2586,Margarine,NIA,NIACIN (B3),mg/kg,0
Chile,2586,Margarine,VITD,VIT. D,IU/kg,3000
Chile,2570000,Cooking Oil,FE,IRON,mg/kg,0
Chile,2570000,Cooking Oil,FOL,FOLIC ACID,mg/kg,0
Chile,2570000,Cooking Oil,ZN,ZINC,mg/kg,0
Chile,2570000,Cooking Oil,VITB12,B12,mg/kg,0
Chile,2570000,Cooking Oil,VITA_RAE,VIT. A,IU/kg,0
Chile,2570000,Cooking Oil,THIA,THIAMIN (B1),mg/kg,0
Chile,2570000,Cooking Oil,RIBF,RIBOFLAVIN (B3),mg/kg,0
Chile,2570000,Cooking Oil,NIA,NIACIN (B3),mg/kg,0
Chile,2570000,Cooking Oil,VITD,VIT. D,IU/kg,0
China,2511,Wheat,FE,IRON,mg/kg,0
China,2511,Wheat,FOL,FOLIC ACID,mg/kg,0
China,2511,Wheat,ZN,ZINC,mg/kg,0
China,2511,Wheat,VITB12,B12,mg/kg,0
China,2511,Wheat,VITA_RAE,VIT. A,_g RAE/kg,0
China,2511,Wheat,THIA,THIAMIN (B1),mg/kg,0
China,2511,Wheat,RIBF,RIBOFLAVIN (B3),mg/kg,0
China,2511,Wheat,NIA,NIACIN (B3),mg/kg,0
China,2511,Wheat,VITD,VIT. D,IU/kg,0
China,2514,Maize,FE,IRON,mg/kg,0
China,2514,Maize,FOL,FOLIC ACID,mg/kg,0
China,2514,Maize,ZN,ZINC,mg/kg,0
China,2514,Maize,VITB12,B12,mg/kg,0
China,2514,Maize,VITA_RAE,VIT. A,_g RAE/kg,0
China,2514,Maize,THIA,THIAMIN (B1),mg/kg,0
China,2514,Maize,RIBF,RIBOFLAVIN (B3),mg/kg,0
China,2514,Maize,NIA,NIACIN (B3),mg/kg,0
China,2514,Maize,VITD,VIT. D,IU/kg,0
China,2805,Rice,FE,IRON,mg/kg,0
China,2805,Rice,FOL,FOLIC ACID,mg/kg,0
China,2805,Rice,ZN,ZINC,mg/kg,0
China,2805,Rice,VITB12,B12,mg/kg,0
China,2805,Rice,VITA_RAE,VIT. A,_g RAE/kg,0
China,2805,Rice,THIA,THIAMIN (B1),mg/kg,0
China,2805,Rice,RIBF,RIBOFLAVIN (B3),mg/kg,0
China,2805,Rice,NIA,NIACIN (B3),mg/kg,0
China,2805,Rice,VITD,VIT. D,IU/kg,0
China,2848,Milk,FE,IRON,mg/kg,0
China,2848,Milk,FOL,FOLIC ACID,mg/kg,0
China,2848,Milk,ZN,ZINC,mg/kg,0
China,2848,Milk,VITB12,B12,mg/kg,0
China,2848,Milk,VITA_RAE,VIT. A,IU/kg,0
China,2848,Milk,THIA,THIAMIN (B1),mg/kg,0
China,2848,Milk,RIBF,RIBOFLAVIN (B3),mg/kg,0
China,2848,Milk,NIA,NIACIN (B3),mg/kg,0
China,2848,Milk,VITD,VIT. D,IU/kg,0
China,2542,Sugar,FE,IRON,mg/kg,0
China,2542,Sugar,FOL,FOLIC ACID,mg/kg,0
China,2542,Sugar,ZN,ZINC,mg/kg,0
China,2542,Sugar,VITB12,B12,mg/kg,0
China,2542,Sugar,VITA_RAE,VIT. A,IU/kg,0
China,2542,Sugar,THIA,THIAMIN (B1),mg/kg,0
China,2542,Sugar,RIBF,RIBOFLAVIN (B3),mg/kg,0
China,2542,Sugar,NIA,NIACIN (B3),mg/kg,0
China,2542,Sugar,VITD,VIT. D,IU/kg,0
China,2586,Margarine,FE,IRON,mg/kg,0
China,2586,Margarine,FOL,FOLIC ACID,mg/kg,0
China,2586,Margarine,ZN,ZINC,mg/kg,0
China,2586,Margarine,VITB12,B12,mg/kg,0
China,2586,Margarine,VITA_RAE,VIT. A,IU/kg,0
China,2586,Margarine,THIA,THIAMIN (B1),mg/kg,0
China,2586,Margarine,RIBF,RIBOFLAVIN (B3),mg/kg,0
China,2586,Margarine,NIA,NIACIN (B3),mg/kg,0
China,2586,Margarine,VITD,VIT. D,IU/kg,0
China,2570000,Cooking Oil,FE,IRON,mg/kg,0
China,2570000,Cooking Oil,FOL,FOLIC ACID,mg/kg,0
China,2570000,Cooking Oil,ZN,ZINC,mg/kg,0
China,2570000,Cooking Oil,VITB12,B12,mg/kg,0
China,2570000,Cooking Oil,VITA_RAE,VIT. A,IU/kg,0
China,2570000,Cooking Oil,THIA,THIAMIN (B1),mg/kg,0
China,2570000,Cooking Oil,RIBF,RIBOFLAVIN (B3),mg/kg,0
China,2570000,Cooking Oil,NIA,NIACIN (B3),mg/kg,0
China,2570000,Cooking Oil,VITD,VIT. D,IU/kg,0
Colombia,2511,Wheat,FE,IRON,mg/kg,44
Colombia,2511,Wheat,FOL,FOLIC ACID,mg/kg,1.54
Colombia,2511,Wheat,ZN,ZINC,mg/kg,0
Colombia,2511,Wheat,VITB12,B12,mg/kg,0
Colombia,2511,Wheat,VITA_RAE,VIT. A,_g RAE/kg,0
Colombia,2511,Wheat,THIA,THIAMIN (B1),mg/kg,6
Colombia,2511,Wheat,RIBF,RIBOFLAVIN (B3),mg/kg,0
Colombia,2511,Wheat,NIA,NIACIN (B3),mg/kg,55
Colombia,2511,Wheat,VITD,VIT. D,IU/kg,0
Colombia,2514,Maize,FE,IRON,mg/kg,0
Colombia,2514,Maize,FOL,FOLIC ACID,mg/kg,0
Colombia,2514,Maize,ZN,ZINC,mg/kg,0
Colombia,2514,Maize,VITB12,B12,mg/kg,0
Colombia,2514,Maize,VITA_RAE,VIT. A,_g RAE/kg,0
Colombia,2514,Maize,THIA,THIAMIN (B1),mg/kg,0
Colombia,2514,Maize,RIBF,RIBOFLAVIN (B3),mg/kg,0
Colombia,2514,Maize,NIA,NIACIN (B3),mg/kg,0
Colombia,2514,Maize,VITD,VIT. D,IU/kg,0
Colombia,2805,Rice,FE,IRON,mg/kg,0
Colombia,2805,Rice,FOL,FOLIC ACID,mg/kg,0
Colombia,2805,Rice,ZN,ZINC,mg/kg,0
Colombia,2805,Rice,VITB12,B12,mg/kg,0
Colombia,2805,Rice,VITA_RAE,VIT. A,_g RAE/kg,0
Colombia,2805,Rice,THIA,THIAMIN (B1),mg/kg,0
Colombia,2805,Rice,RIBF,RIBOFLAVIN (B3),mg/kg,0
Colombia,2805,Rice,NIA,NIACIN (B3),mg/kg,0
Colombia,2805,Rice,VITD,VIT. D,IU/kg,0
Colombia,2848,Milk,FE,IRON,mg/kg,0
Colombia,2848,Milk,FOL,FOLIC ACID,mg/kg,0
Colombia,2848,Milk,ZN,ZINC,mg/kg,0
Colombia,2848,Milk,VITB12,B12,mg/kg,0
Colombia,2848,Milk,VITA_RAE,VIT. A,IU/kg,0
Colombia,2848,Milk,THIA,THIAMIN (B1),mg/kg,0
Colombia,2848,Milk,RIBF,RIBOFLAVIN (B3),mg/kg,0
Colombia,2848,Milk,NIA,NIACIN (B3),mg/kg,0
Colombia,2848,Milk,VITD,VIT. D,IU/kg,0
Colombia,2542,Sugar,FE,IRON,mg/kg,0
Colombia,2542,Sugar,FOL,FOLIC ACID,mg/kg,0
Colombia,2542,Sugar,ZN,ZINC,mg/kg,0
Colombia,2542,Sugar,VITB12,B12,mg/kg,0
Colombia,2542,Sugar,VITA_RAE,VIT. A,IU/kg,0
Colombia,2542,Sugar,THIA,THIAMIN (B1),mg/kg,0
Colombia,2542,Sugar,RIBF,RIBOFLAVIN (B3),mg/kg,0
Colombia,2542,Sugar,NIA,NIACIN (B3),mg/kg,0
Colombia,2542,Sugar,VITD,VIT. D,IU/kg,0
Colombia,2586,Margarine,FE,IRON,mg/kg,0
Colombia,2586,Margarine,FOL,FOLIC ACID,mg/kg,0
Colombia,2586,Margarine,ZN,ZINC,mg/kg,0
Colombia,2586,Margarine,VITB12,B12,mg/kg,0
Colombia,2586,Margarine,VITA_RAE,VIT. A,IU/kg,30000
Colombia,2586,Margarine,THIA,THIAMIN (B1),mg/kg,0
Colombia,2586,Margarine,RIBF,RIBOFLAVIN (B3),mg/kg,0
Colombia,2586,Margarine,NIA,NIACIN (B3),mg/kg,0
Colombia,2586,Margarine,VITD,VIT. D,IU/kg,3000
Colombia,2570000,Cooking Oil,FE,IRON,mg/kg,0
Colombia,2570000,Cooking Oil,FOL,FOLIC ACID,mg/kg,0
Colombia,2570000,Cooking Oil,ZN,ZINC,mg/kg,0
Colombia,2570000,Cooking Oil,VITB12,B12,mg/kg,0
Colombia,2570000,Cooking Oil,VITA_RAE,VIT. A,IU/kg,0
Colombia,2570000,Cooking Oil,THIA,THIAMIN (B1),mg/kg,0
Colombia,2570000,Cooking Oil,RIBF,RIBOFLAVIN (B3),mg/kg,0
Colombia,2570000,Cooking Oil,NIA,NIACIN (B3),mg/kg,0
Colombia,2570000,Cooking Oil,VITD,VIT. D,IU/kg,0
Congo,2511,Wheat,FE,IRON,mg/kg,60
Congo,2511,Wheat,FOL,FOLIC ACID,mg/kg,0
Congo,2511,Wheat,ZN,ZINC,mg/kg,0
Congo,2511,Wheat,VITB12,B12,mg/kg,0
Congo,2511,Wheat,VITA_RAE,VIT. A,_g RAE/kg,0
Congo,2511,Wheat,THIA,THIAMIN (B1),mg/kg,0
Congo,2511,Wheat,RIBF,RIBOFLAVIN (B3),mg/kg,0
Congo,2511,Wheat,NIA,NIACIN (B3),mg/kg,0
Congo,2511,Wheat,VITD,VIT. D,IU/kg,0
Congo,2514,Maize,FE,IRON,mg/kg,0
Congo,2514,Maize,FOL,FOLIC ACID,mg/kg,0
Congo,2514,Maize,ZN,ZINC,mg/kg,0
Congo,2514,Maize,VITB12,B12,mg/kg,0
Congo,2514,Maize,VITA_RAE,VIT. A,_g RAE/kg,0
Congo,2514,Maize,THIA,THIAMIN (B1),mg/kg,0
Congo,2514,Maize,RIBF,RIBOFLAVIN (B3),mg/kg,0
Congo,2514,Maize,NIA,NIACIN (B3),mg/kg,0
Congo,2514,Maize,VITD,VIT. D,IU/kg,0
Congo,2805,Rice,FE,IRON,mg/kg,0
Congo,2805,Rice,FOL,FOLIC ACID,mg/kg,0
Congo,2805,Rice,ZN,ZINC,mg/kg,0
Congo,2805,Rice,VITB12,B12,mg/kg,0
Congo,2805,Rice,VITA_RAE,VIT. A,_g RAE/kg,0
Congo,2805,Rice,THIA,THIAMIN (B1),mg/kg,0
Congo,2805,Rice,RIBF,RIBOFLAVIN (B3),mg/kg,0
Congo,2805,Rice,NIA,NIACIN (B3),mg/kg,0
Congo,2805,Rice,VITD,VIT. D,IU/kg,0
Congo,2848,Milk,FE,IRON,mg/kg,0
Congo,2848,Milk,FOL,FOLIC ACID,mg/kg,0
Congo,2848,Milk,ZN,ZINC,mg/kg,0
Congo,2848,Milk,VITB12,B12,mg/kg,0
Congo,2848,Milk,VITA_RAE,VIT. A,IU/kg,0
Congo,2848,Milk,THIA,THIAMIN (B1),mg/kg,0
Congo,2848,Milk,RIBF,RIBOFLAVIN (B3),mg/kg,0
Congo,2848,Milk,NIA,NIACIN (B3),mg/kg,0
Congo,2848,Milk,VITD,VIT. D,IU/kg,0
Congo,2542,Sugar,FE,IRON,mg/kg,0
Congo,2542,Sugar,FOL,FOLIC ACID,mg/kg,0
Congo,2542,Sugar,ZN,ZINC,mg/kg,0
Congo,2542,Sugar,VITB12,B12,mg/kg,0
Congo,2542,Sugar,VITA_RAE,VIT. A,IU/kg,0
Congo,2542,Sugar,THIA,THIAMIN (B1),mg/kg,0
Congo,2542,Sugar,RIBF,RIBOFLAVIN (B3),mg/kg,0
